# MEAN_SAMPLE_SIZE = 4338
# TOTAL_GENES = 18300
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
WP_THYROXINE_THYROID_HORMONE...          SET       6       0.8101     0.014667      0.28773     0.002439 WP_THYROXINE_THYROID_HORMONE_PRODUCTION
WP_MIRNAS_INVOLVEMENT_IN_THE...          SET      33     0.055733    0.0023646      0.15322      0.35803 WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS
WP_PROSTAGLANDIN_SYNTHESIS_A...          SET      45     -0.05929   -0.0029366      0.13115      0.67439 WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION
WP_FTO_OBESITY_VARIANT_MECHA...          SET       8    -0.026986  -0.00056412      0.33946      0.53168 WP_FTO_OBESITY_VARIANT_MECHANISM
WP_GALANIN_RECEPTOR_PATHWAY              SET      21      0.10431    0.0035316      0.19891      0.30001 WP_GALANIN_RECEPTOR_PATHWAY
WP_AMYOTROPHIC_LATERAL_SCLER...          SET      38     0.021106   0.00096082       0.1524      0.44493 WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
WP_SEROTONIN_RECEPTOR_467_AN...          SET      18       0.1318    0.0041317      0.20611      0.26126 WP_SEROTONIN_RECEPTOR_467_AND_NR3C_SIGNALING
WP_ID_SIGNALING_PATHWAY                  SET      15      0.36466     0.010436       0.1839     0.023698 WP_ID_SIGNALING_PATHWAY
WP_INTEGRATED_BREAST_CANCER_...          SET     148      0.14403       0.0129     0.065321     0.013738 WP_INTEGRATED_BREAST_CANCER_PATHWAY
WP_METASTATIC_BRAIN_TUMOR                SET       6      0.77416     0.014016      0.36714     0.017499 WP_METASTATIC_BRAIN_TUMOR
WP_GLYCEROLIPIDS_AND_GLYCERO...          SET      22      0.24253    0.0084043      0.16285      0.06822 WP_GLYCEROLIPIDS_AND_GLYCEROPHOSPHOLIPIDS
WP_TYPE_II_INTERFERON_SIGNAL...          SET      36    -0.057259   -0.0025372      0.15485      0.64422 WP_TYPE_II_INTERFERON_SIGNALING_IFNG
WP_DEVELOPMENT_AND_HETEROGEN...          SET      32      0.08538    0.0035673      0.15739      0.29376 WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY
WP_MITOCHONDRIAL_LCFATTY_ACI...          SET      16     0.011241   0.00033225      0.18737      0.47608 WP_MITOCHONDRIAL_LCFATTY_ACID_BETAOXIDATION
WP_HEMATOPOIETIC_STEM_CELL_D...          SET      51     -0.27568    -0.014533      0.12422      0.98676 WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION
WP_METHIONINE_DE_NOVO_AND_SA...          SET      21     0.083465    0.0028259      0.18305      0.32421 WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY
WP_TP53_NETWORK                          SET      19     -0.21585   -0.0069516      0.19562      0.86506 WP_TP53_NETWORK
WP_GABA_RECEPTOR_SIGNALING               SET      28     -0.18474   -0.0072211      0.17192      0.85871 WP_GABA_RECEPTOR_SIGNALING
WP_TGFB_SIGNALING_IN_THYROID...          SET      18      0.28857    0.0090461       0.1823     0.056728 WP_TGFB_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION
WP_VALPROIC_ACID_PATHWAY                 SET      12     -0.12785    -0.003273      0.23123      0.70984 WP_VALPROIC_ACID_PATHWAY
WP_GLIAL_CELL_DIFFERENTIATION            SET       5    -0.031739  -0.00052458       0.3847      0.53288 WP_GLIAL_CELL_DIFFERENTIATION
WP_SUDDEN_INFANT_DEATH_SYNDR...          SET     150     0.050644    0.0045664     0.067406      0.22624 WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS
WP_HISTONE_MODIFICATIONS                 SET      66   -0.0046198  -0.00027695      0.11366      0.51621 WP_HISTONE_MODIFICATIONS
WP_PATHWAYS_IN_CLEAR_CELL_RE...          SET      83     0.025403    0.0017069     0.098074      0.39781 WP_PATHWAYS_IN_CLEAR_CELL_RENAL_CELL_CARCINOMA
WP_MIRNAS_INVOLVED_IN_DNA_DA...          SET      15    -0.014512  -0.00041533      0.24588      0.52353 WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE
WP_ZINC_HOMEOSTASIS                      SET      36     0.047146    0.0020891      0.16902      0.39015 WP_ZINC_HOMEOSTASIS
WP_BMP2WNT4FOXO1_PATHWAY_IN_...          SET      13      0.37319    0.0099432      0.21591     0.041969 WP_BMP2WNT4FOXO1_PATHWAY_IN_HUMAN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION
WP_ALZHEIMERS_DISEASE                    SET      81       0.2042     0.013556     0.094113     0.015022 WP_ALZHEIMERS_DISEASE
WP_THYMIC_STROMAL_LYMPHOPOIE...          SET      45      0.14998    0.0074284      0.11799      0.10186 WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY
WP_IMATINIB_AND_CHRONIC_MYEL...          SET      19     0.037215    0.0011985      0.20411      0.42766 WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA
WP_EICOSANOID_SYNTHESIS                  SET      24     -0.55079    -0.019934      0.17914      0.99894 WP_EICOSANOID_SYNTHESIS
WP_SIGNALING_OF_HEPATOCYTE_G...          SET      33    -0.094125   -0.0039935      0.13962      0.74989 WP_SIGNALING_OF_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR
WP_SIGNAL_TRANSDUCTION_OF_S1...          SET      25     -0.25377   -0.0093735      0.16162       0.9418 WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR
WP_SELENIUM_MICRONUTRIENT_NE...          SET      85      -0.1145   -0.0077858     0.091891      0.89362 WP_SELENIUM_MICRONUTRIENT_NETWORK
WP_EUKARYOTIC_TRANSCRIPTION_...          SET      42     -0.12084   -0.0057824      0.13774      0.80983 WP_EUKARYOTIC_TRANSCRIPTION_INITIATION
WP_WNT_SIGNALING_PATHWAY_AND...          SET      99      0.05331    0.0039105     0.083927      0.26266 WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY
WP_GLUTATHIONE_METABOLISM                SET      19      0.13701    0.0044127      0.20099      0.24772 WP_GLUTATHIONE_METABOLISM
WP_NOTCH1_REGULATION_OF_HUMA...          SET      16      0.19371    0.0057254      0.20756      0.17534 WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION
WP_ROLE_OF_OSX_AND_MIRNAS_IN...          SET      15      -0.1552   -0.0044417      0.20664      0.77369 WP_ROLE_OF_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT
WP_DEREGULATION_OF_RAB_AND_R...          SET      14      0.38397     0.010617      0.23708     0.052669 WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER
WP_IL5_SIGNALING_PATHWAY                 SET      38     -0.16706   -0.0076052       0.1314       0.8982 WP_IL5_SIGNALING_PATHWAY
WP_SRF_AND_MIRS_IN_SMOOTH_MU...          SET      10     -0.28666   -0.0066995       0.3101      0.82236 WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION
WP_HIF1A_AND_PPARG_REGULATIO...          SET       8     -0.11547   -0.0024139      0.31627      0.64248 WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS
WP_STEROL_REGULATORY_ELEMENT...          SET      68      0.12402    0.0075459     0.099631      0.10662 WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALLING
WP_FOLATEALCOHOL_AND_CANCER_...          SET       9     -0.26796   -0.0059412      0.30075      0.81352 WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES
WP_GPCRS_CLASS_A_RHODOPSINLI...          SET     239     0.033255    0.0037757     0.057602      0.28186 WP_GPCRS_CLASS_A_RHODOPSINLIKE
WP_ALLOGRAFT_REJECTION                   SET      80     0.080503    0.0053112      0.10208      0.21516 WP_ALLOGRAFT_REJECTION
WP_IL1_AND_MEGAKARYOCYTES_IN...          SET      22      0.11659    0.0040402      0.17349      0.25078 WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY
WP_CHEMOKINE_SIGNALING_PATHW...          SET     160    -0.059873   -0.0055741      0.06784      0.81126 WP_CHEMOKINE_SIGNALING_PATHWAY
WP_MECP2_AND_ASSOCIATED_RETT...          SET      68    -0.084678   -0.0051523     0.090696      0.82475 WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME
WP_FOCAL_ADHESION                        SET     190     0.019275    0.0019538     0.058161      0.37017 WP_FOCAL_ADHESION
WP_PRIMARY_FOCAL_SEGMENTAL_G...          SET      71     0.033135      0.00206       0.1038      0.37478 WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS
WP_GLUCURONIDATION                       SET      26     -0.23828   -0.0089753      0.23905      0.84056 WP_GLUCURONIDATION
WP_GENES_TARGETED_BY_MIRNAS_...          SET      12      0.29192     0.007473      0.25018      0.12165 WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES
WP_MRNA_PROCESSING                       SET     119     0.083179    0.0066858     0.073061      0.12747 WP_MRNA_PROCESSING
WP_WNTBETACATENIN_SIGNALING_...          SET      26      0.17321    0.0065245      0.14776      0.12055 WP_WNTBETACATENIN_SIGNALING_PATHWAY_IN_LEUKEMIA
WP_RALA_DOWNSTREAM_REGULATED...          SET      12      0.21419    0.0054831      0.20353      0.14633 WP_RALA_DOWNSTREAM_REGULATED_GENES
WP_INTERLEUKIN1_INDUCED_ACTI...          SET       9    -0.035912  -0.00079623      0.27267      0.55239 WP_INTERLEUKIN1_INDUCED_ACTIVATION_OF_NFKAPPAB
WP_EBV_LMP1_SIGNALING                    SET      21    -0.020454   -0.0006925      0.17519      0.54647 WP_EBV_LMP1_SIGNALING
WP_FARNESOID_X_RECEPTOR_PATH...          SET      19     -0.25184   -0.0081108      0.17303      0.92722 WP_FARNESOID_X_RECEPTOR_PATHWAY
WP_MIR124_PREDICTED_INTERACT...          SET       6      0.18661    0.0033785        0.299      0.26628 WP_MIR124_PREDICTED_INTERACTIONS_WITH_CELL_CYCLE_AND_DIFFERENTIATION
WP_HEPATITIS_C_AND_HEPATOCEL...          SET      49     -0.13734   -0.0070972      0.11713       0.8795 WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA
WP_TRANSCRIPTION_FACTOR_REGU...          SET      22      -0.2949    -0.010219      0.18267      0.94676 WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS
WP_PENTOSE_PHOSPHATE_METABOL...          SET       6      0.20835    0.0037721      0.31787       0.2561 WP_PENTOSE_PHOSPHATE_METABOLISM
WP_MIRNA_BIOGENESIS                      SET       6      0.10038    0.0018174      0.29823      0.36821 WP_MIRNA_BIOGENESIS
WP_ELECTRON_TRANSPORT_CHAIN_...          SET      85     -0.10067   -0.0068451     0.088798      0.87153 WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA
WP_MELATONIN_METABOLISM_AND_...          SET      33     0.099754    0.0042324      0.16019      0.26674 WP_MELATONIN_METABOLISM_AND_EFFECTS
WP_DUAL_HIJACK_MODEL_OF_VIF_...          SET       8      0.35676    0.0074578      0.26235     0.086945 WP_DUAL_HIJACK_MODEL_OF_VIF_IN_HIV_INFECTION
WP_AGERAGE_PATHWAY                       SET      64    -0.061273   -0.0036173      0.10485      0.72051 WP_AGERAGE_PATHWAY
WP_MIR5093P_ALTERATION_OF_YA...          SET      17     -0.39922    -0.012163      0.23417      0.95588 WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS
WP_NUCLEOTIDE_GPCRS                      SET       9       0.1498    0.0033213      0.26788      0.28802 WP_NUCLEOTIDE_GPCRS
WP_TRANSLATION_FACTORS                   SET      46     -0.11313   -0.0056648      0.11344      0.84067 WP_TRANSLATION_FACTORS
WP_ESTROGEN_METABOLISM                   SET      15      0.19385    0.0055478      0.23597      0.20569 WP_ESTROGEN_METABOLISM
WP_MIRNA_REGULATION_OF_P53_P...          SET      24      0.28779     0.010415      0.15322     0.030183 WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER
WP_G_PROTEIN_SIGNALING_PATHW...          SET      92   -0.0038697  -0.00027369     0.090797        0.517 WP_G_PROTEIN_SIGNALING_PATHWAYS
WP_DIFFERENTIATION_PATHWAY               SET      48   -0.0097869  -0.00050059      0.11695      0.53335 WP_DIFFERENTIATION_PATHWAY
WP_NUCLEAR_RECEPTORS_METAPAT...          SET     307    -0.057662   -0.0074058     0.049336      0.87874 WP_NUCLEAR_RECEPTORS_METAPATHWAY
WP_TCELL_ANTIGEN_RECEPTOR_TC...1         SET      60    -0.036601   -0.0020924      0.10235      0.63968 WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION
WP_OVERVIEW_OF_LEUKOCYTEINTR...          SET      32     -0.13793   -0.0057629       0.1574      0.80956 WP_OVERVIEW_OF_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS
WP_TFS_REGULATE_MIRNAS_RELAT...          SET       8     0.095092    0.0019878      0.23903      0.34538 WP_TFS_REGULATE_MIRNAS_RELATED_TO_CARDIAC_HYPERTROPHY
WP_TGFBETA_SIGNALING_PATHWAY             SET     129      0.10781    0.0090198     0.070836     0.064024 WP_TGFBETA_SIGNALING_PATHWAY
WP_ATM_SIGNALING_PATHWAY                 SET      38     0.065619    0.0029872       0.1414      0.32131 WP_ATM_SIGNALING_PATHWAY
WP_TOLLLIKE_RECEPTOR_SIGNALI...1         SET      98      0.13079    0.0095459     0.090262     0.073676 WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY
WP_INTERFERON_TYPE_I_SIGNALI...          SET      54      0.12346    0.0066965      0.10948      0.12974 WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS
WP_OXIDATIVE_PHOSPHORYLATION             SET      50     0.097726    0.0051014      0.12137      0.21037 WP_OXIDATIVE_PHOSPHORYLATION
WP_ARYLAMINE_METABOLISM                  SET       6      0.29078    0.0052645      0.33156      0.19025 WP_ARYLAMINE_METABOLISM
WP_PHOTODYNAMIC_THERAPYINDUC...1         SET      49    -0.026005   -0.0013439       0.1184      0.58692 WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING
WP_NAD_METABOLISM_SIRTUINS_A...          SET      11     -0.14965   -0.0036679      0.27395      0.70755 WP_NAD_METABOLISM_SIRTUINS_AND_AGING
WP_FATTY_ACID_BIOSYNTHESIS               SET      21      0.45647     0.015455      0.16699    0.0031377 WP_FATTY_ACID_BIOSYNTHESIS
WP_CORTICOTROPINRELEASING_HO...          SET      90    -0.045697   -0.0031969     0.087195      0.69988 WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY
WP_GPCRS_CLASS_C_METABOTROPI...          SET      15      0.16459    0.0047104      0.21078      0.21745 WP_GPCRS_CLASS_C_METABOTROPIC_GLUTAMATE_PHEROMONE
WP_AMPLIFICATION_AND_EXPANSI...          SET      17    -0.099748   -0.0030389      0.19896      0.69193 WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS
WP_EXERCISEINDUCED_CIRCADIAN...          SET      48    -0.083742   -0.0042833      0.12155      0.75456 WP_EXERCISEINDUCED_CIRCADIAN_REGULATION
WP_PI3KAKTMTOR_SIGNALING_PAT...          SET      29     0.085698    0.0034089      0.14492      0.27714 WP_PI3KAKTMTOR_SIGNALING_PATHWAY_AND_THERAPEUTIC_OPPORTUNITIES
WP_LNCRNAMEDIATED_MECHANISMS...          SET       6     -0.20156   -0.0036493      0.34593      0.71994 WP_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE
WP_INSULIN_SIGNALLING_IN_HUM...2         SET       8     -0.14436   -0.0030178      0.27991      0.69698 WP_INSULIN_SIGNALLING_IN_HUMAN_ADIPOCYTES_NORMAL_CONDITION
WP_NEURAL_CREST_DIFFERENTIAT...          SET      98     0.049259    0.0035952     0.084826      0.28072 WP_NEURAL_CREST_DIFFERENTIATION
WP_CATALYTIC_CYCLE_OF_MAMMAL...          SET       5    -0.016458  -0.00027201      0.66079      0.50993 WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS
WP_APOPTOSIS_MODULATION_BY_H...          SET      17      0.42874     0.013062      0.19483     0.013892 WP_APOPTOSIS_MODULATION_BY_HSP70
WP_SEROTONIN_TRANSPORTER_ACT...          SET      10    -0.051628   -0.0012066      0.23096      0.58844 WP_SEROTONIN_TRANSPORTER_ACTIVITY
WP_TNF_RELATED_WEAK_INDUCER_...          SET      42    -0.012268  -0.00058706      0.12007      0.54069 WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY
WP_SCFA_AND_SKELETAL_MUSCLE_...          SET       6     -0.02161  -0.00039123      0.33515       0.5257 WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM
WP_NRF2_PATHWAY                          SET     138     0.098079    0.0084852     0.076429     0.099708 WP_NRF2_PATHWAY
WP_MAMMARY_GLAND_DEVELOPMENT...3         SET      31    -0.078278   -0.0032191       0.1501      0.69898 WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4
WP_RAC1PAK1P38MMP2_PATHWAY               SET      66    -0.061243   -0.0036714      0.10129      0.72729 WP_RAC1PAK1P38MMP2_PATHWAY
WP_SYNAPTIC_VESICLE_PATHWAY              SET      49    -0.084455   -0.0043644      0.11913       0.7608 WP_SYNAPTIC_VESICLE_PATHWAY
WP_OVARIAN_INFERTILITY_GENES             SET      32     0.048999    0.0020472      0.14869      0.37088 WP_OVARIAN_INFERTILITY_GENES
WP_METABOLISM_OF_SPINGOLIPID...          SET      20    -0.092598   -0.0030596      0.20484      0.67438 WP_METABOLISM_OF_SPINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS
WP_TCA_CYCLE_AKA_KREBS_OR_CI...          SET      17      0.20815    0.0063415      0.21027      0.16111 WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE
WP_PARKINSONS_DISEASE_PATHWAY            SET      37      0.33694     0.015136      0.13675    0.0068768 WP_PARKINSONS_DISEASE_PATHWAY
WP_ARRHYTHMOGENIC_RIGHT_VENT...          SET      71     0.019948    0.0012401     0.099994      0.42094 WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY
WP_MFAP5MEDIATED_OVARIAN_CAN...          SET      13     -0.20493   -0.0054601      0.21434      0.83048 WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS
WP_TYPE_III_INTERFERON_SIGNA...          SET      10    -0.053765   -0.0012565      0.27005       0.5789 WP_TYPE_III_INTERFERON_SIGNALING
WP_HAIR_FOLLICLE_DEVELOPMENT...1         SET      88     0.041084    0.0028422     0.094531      0.33193 WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3
WP_LET7_INHIBITION_OF_ES_CEL...          SET       6      0.37858    0.0068542      0.35484      0.14301 WP_LET7_INHIBITION_OF_ES_CELL_REPROGRAMMING
WP_GLOBO_SPHINGOLIPID_METABO...          SET      21      0.21502    0.0072798      0.19685      0.13736 WP_GLOBO_SPHINGOLIPID_METABOLISM
WP_UREA_CYCLE_AND_METABOLISM...          SET      19      0.39161     0.012612      0.17624     0.013146 WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS
WP_NONHOMOLOGOUS_END_JOINING             SET      10      0.16808     0.003928      0.26413      0.26229 WP_NONHOMOLOGOUS_END_JOINING
WP_HEME_BIOSYNTHESIS                     SET       8     -0.44484   -0.0092991      0.24063      0.96773 WP_HEME_BIOSYNTHESIS
WP_ONE_CARBON_METABOLISM                 SET      30      0.17078     0.006909      0.15394      0.13365 WP_ONE_CARBON_METABOLISM
WP_H19_ACTION_RBE2F1_SIGNALI...          SET      14    -0.094899   -0.0026239      0.20539      0.67797 WP_H19_ACTION_RBE2F1_SIGNALING_AND_CDKBETACATENIN_ACTIVITY
WP_OVERVIEW_OF_NANOPARTICLE_...          SET      19      0.43008     0.013851      0.18729     0.010838 WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS
WP_GLYCOLYSIS_AND_GLUCONEOGE...          SET      43    -0.051829   -0.0025095      0.13453      0.64998 WP_GLYCOLYSIS_AND_GLUCONEOGENESIS
WP_MYOMETRIAL_RELAXATION_AND...          SET     155     0.061915    0.0056742     0.067728      0.18032 WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS
WP_CONSTITUTIVE_ANDROSTANE_R...          SET      31     -0.15243   -0.0062688      0.14689      0.85029 WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY
WP_LUNG_FIBROSIS                         SET      61    -0.071627   -0.0041286      0.10963      0.74324 WP_LUNG_FIBROSIS
WP_SIMPLIFIED_DEPICTION_OF_M...          SET      15      0.24455    0.0069987       0.2433      0.15743 WP_SIMPLIFIED_DEPICTION_OF_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY
WP_NANOMATERIAL_INDUCED_APOP...          SET      19      0.13637    0.0043919      0.21835      0.26614 WP_NANOMATERIAL_INDUCED_APOPTOSIS
WP_BLOOD_CLOTTING_CASCADE                SET      20      0.24412     0.008066      0.19702      0.10768 WP_BLOOD_CLOTTING_CASCADE
WP_ETHANOL_METABOLISM_RESULT...          SET      10     -0.21439   -0.0050105      0.26699        0.789 WP_ETHANOL_METABOLISM_RESULTING_IN_PRODUCTION_OF_ROS_BY_CYP2E1
WP_INSULIN_SIGNALING                     SET     156    0.0046453   0.00042708      0.06484      0.47144 WP_INSULIN_SIGNALING
WP_SULFATION_BIOTRANSFORMATI...          SET      15    -0.032931  -0.00094246      0.22544      0.55807 WP_SULFATION_BIOTRANSFORMATION_REACTION
WP_INTERACTOME_OF_POLYCOMB_R...          SET      15      0.12489    0.0035742      0.20121       0.2674 WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2
WP_SEROTONIN_RECEPTOR_2_AND_...          SET      18     -0.49664    -0.015569      0.20016      0.99345 WP_SEROTONIN_RECEPTOR_2_AND_ELKSRFGATA4_SIGNALING
WP_ROBO4_AND_VEGF_SIGNALING_...          SET       6     -0.20527   -0.0037163      0.42869      0.68397 WP_ROBO4_AND_VEGF_SIGNALING_PATHWAYS_CROSSTALK
WP_NANOPARTICLE_TRIGGERED_RE...          SET      12     0.033098   0.00084729      0.25396      0.44816 WP_NANOPARTICLE_TRIGGERED_REGULATED_NECROSIS
WP_NUCLEAR_RECEPTORS_IN_LIPI...          SET      33    0.0050308   0.00021345      0.13614      0.48526 WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY
